Año de publicación,Código sugerido,Nombre del archivo,Título del estudio,Categoría,Tipo de documento,Subcategoría,Idioma,Número de páginas,Incorpora perspectiva de género,Año de término,Lugar de término,Palabras clave,Objetivo,Metodología,Resumen,Documento público,Publicación destacada,Publicado,Editorial,Entidad solicitante,Entidad a cargo del estudio,Investigador u organismo principal,Equipo de investigación,Número de documento administrativo,Tipo de financiamiento,Costo del estudio,Base de datos enviada,Base pública,Url,Autoría
2003,EV03-0009,Evaluación Educación Calidad,Evaluación de Aprendizaje para una Educación de Calidad,Evaluaciones,Informe,Monitoreo y evaluación,Español,96,No,2003,"Santiago, Chile",SIMCE; Pruebas Estandarizadas; Política Educativa; Educación Media.,Analizar el Sistema de Medición de la Calidad de la Educación (SIMCE).,Cualitativa,"Estudio realizado por la Comisión para el Desarrollo y Uso del Sistema de Medición de la Calidad de la Educación, Durante los cinco meses en los que se desarrolló dicha labor, en primer lugar se preparó una programación detallada de los temas a abordar, en el marco de los términos de referencia definidos para la comisión. Luego, se efectuó un cuidadoso diagnóstico de la situación actual de los diversos sistemas de información, actualmente disponibles en el país, en materias de calidad de la educación. Dicho diagnóstico fue enriquecido con los aportes realizados por los especialistas extranjeros, Dra. Margaret Foster, Research Director del Australian Council for Educational Research (ACER) y el Dr. Gilbert Valverde, Profesor de la State University of New York de los Estados Unidos.",Si,Si,Si,"Ministerio de Educación de Chile, MINEDUC",Ministerio de Educación de Chile; MINEDUC,"Comisión para el Desarrollo y Uso del Sistema de Medición de la Calidad de la Educación, MINEDUC","Himmel, Erika",Sin información,Sin información,Interno,0,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/17739/EV03-0009.pdf?sequence=1&isAllowed=y,"Himmel, Erika"
2003,E03-0010,Experiencia Internacional Sistemas Medición,La experiencia Internacional en Sistemas de Medición: Estudio de Casos,Estudios,Artículo,Monitoreo y evaluación,Español,42,No,2003,"Santiago, Chile",Pruebas estandarizadas; Políticas públicas; Experiencias internacionales.,"El informe presenta, a modo de anexos, los estudios realizados por 2 importantes investigadores, que fueron presentados en el Seminario Internacional sobre Sistemas de Medición y Uso de Resultados.",Cualitativa,"La Comisión para el Desarrollo y Uso del Sistema de Medición de la Calidad de la Educación recibió entre sus encargos recopilar insumos que permitan conocer los modelos de sistemas de medición que se están utilizando en diferentes países, y cuáles son los beneficios y problemas que se asocian a dichos modelos. Ello, con el fin de rescatar aquellos aspectos que se consideren adecuados para ser incorporados de acuerdo a la realidad de nuestro país.",Si,Si,Si,"Ministerio de Educación de Chile, MINEDUC",Ministerio de Educación de Chile; MINEDUC,"Comisión para el Desarrollo y Uso del Sistema de Medición de la Calidad de la Educación, MINEDUC","Forster, Margaret","Valverde, Gilbert",Sin información,Interno,0,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/17740/E03-0010.pdf?sequence=1&isAllowed=y,"Forster, Margaret; Valverde, Gilbert"
2003,ES03-0011,Encuesta Publicaciones CRA,Resultados de Encuesta sobre el Impacto de las Publicaciones Periódicas en los Establecimientos de Educación Media Subvencionados del País,Estadísticas,Minuta,Monitoreo y evaluación,Español,3,No,2003,"Santiago, Chile",Gestión de Recursos; Bibliotecas; Lectura; Innovación.,Conocer con mayor certeza y profundidad el uso que se ha dado a las publicaciones periódicas al interior de las Bibliotecas/CRA de los establecimientos de Enseñanza Media.,Cuantitativa,"Se ha logrado sacar adelante la entrega de Publicaciones Periódicas a los establecimientos mediante el co-financiamiento, creemos que es un gran avance en el camino hacia la autonomía de los liceos y escuelas, por el momento se mantendrá el porcentaje de 75% / 25% ya que ha resultado una proporción razonable y posible de implementar.",Si,No,No,Sin información,Ministerio de Educación de Chile; MINEDUC,"Comisión para el Desarrollo y Uso del Sistema de Medición de la Calidad de la Educación, MINEDUC",Sin información,Sin información,Sin información,Interno,0,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/17724/ES03-0011.pdf?sequence=1&isAllowed=y,Sin información
2003,ES03-0012,Estadisticas Educacion 2002,Estadísticas de la Educación 2002,Estadísticas,Informe,Reporte de información estadística,Español,194,Si,2003,"Santiago, Chile","Estudiantes, establecimientos, docentes, recursos financieros, becas, indicadores, capacitación.","El objetivo de esta publicación es ofrecer un conjunto de información y estadísticas básicas sobre el sistema educativo chileno correspondientes al año 2002. Busca proporcionar datos fiables a responsables de políticas públicas, investigadores, agentes sociales y público en general, con el fin de transparentar la gestión del sistema, enriquecer el debate público y facilitar el análisis y la toma de decisiones basadas en evidencia.",Cuantitativa,"Este documento presenta un compendio estadístico detallado del sistema educativo de Chile para el año 2002, elaborado por el Ministerio de Educación. El informe se estructura en cuatro secciones principales que cubren: Establecimientos y Unidades Educativas, Matrícula, Docentes, y Programas y Apoyos Estudiantiles. Se informa que en 2002 existían 10.879 establecimientos de educación parvularia, básica y media, con una matrícula total de 4.5 millones de alumnos. Destaca que el 91,5% de los estudiantes de educación básica y media asistían a establecimientos financiados por el Estado. En educación superior, la matrícula alcanzó los 521.609 estudiantes. Además, se detallan datos sobre los 140.774 docentes del sistema, sus remuneraciones, y el gasto y cobertura de programas de apoyo clave como Enlaces, becas y el Programa de Alimentación Escolar (PAE).",Si,No,Si,"Ministerio de Educación de Chile, MINEDUC",Ministerio de Educación de Chile; MINEDUC,"Centro de Estudios, MINEDUC","Centro de Estudios, MINEDUC","Centro de Estudios, MINEDUC",Sin información,Interno,0,Si,Si,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/2411/mono-1037.pdf?sequence=1&isAllowed=y,"Centro de Estudios, MINEDUC"
2004,E04-0001,Implementación Curricular Aula Matemáticas NB1 NB2,Implementación Curricular en el Aula. Matemáticas Primer Ciclo Básico (NB1 y NB2),Estudios,Documento de trabajo,Currículo,Español,69,No,2004,"Santiago, Chile",Implementación Curricular; Estilos de enseñanza; Educación Básica; Matemática.,Caracterizar el currículum implementado desde 1º a 4º básico en el subsector de Matemáticas.,Cualitativa,"En este estudio se presenta un análisis de la implementación del currículum oficial de Educación Matemática en el primer ciclo de la enseñanza básica (1º a 4º año básico). Los datos fueron recogidos durante los años 2001 y 2002, período en el que las modificaciones al Marco Curricular de Educación Básica aún no estaban vigentes.",Si,Si,No,Sin información,Ministerio de Educación de Chile; MINEDUC,"UCE, MINEDUC",Sin información,Sin información,Sin información,Interno,0,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/17722/E04-0001.pdf?sequence=1&isAllowed=y,Sin información
2004,E04-0002,Implementación Curricular Aula Lenguaje,Implementación Curricular en el Aula. Lenguaje y Comunicación Primer Ciclo Básico (NB1 y NB2),Estudios,Documento de trabajo,Currículo,Español,61,No,2004,"Santiago, Chile",Implementación Curricular; Estilos de enseñanza; Aula; Lenguaje; Educación básica.,Caracterizar el currículum implementado desde 1º a 4º básico en Lenguaje y Comunicación.,Cualitativa,"El estudio analiza el modo como los docentes implementan el currículum del subsector desde 1° a 4° básico: los contenidos que seleccionan o enfatizan, las características de los textos que entregan para la lectura, y de los que hacen escribir a los alumnos, el modo como articulan la enseñanza de los distintos contenidos a lo largo del año escolar, etc. Los datos provienen del análisis de los cuadernos de los alumnos y de los libros de clases de los profesores de 43 escuelas, así como de cuestionarios dirigidos a una muestra representativa de docentes.",Si,Si,No,Sin información,Ministerio de Educación de Chile; MINEDUC,"UCE, MINEDUC",Sin información,Sin información,Sin información,Interno,0,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/17723/E04-0002.pdf?sequence=1&isAllowed=y,Sin información
2004,E04-0003,Evaluación Talleres Comunitarios,Informe Final Estudio Evaluativo de Talleres Comunales de Perfeccionamiento Docente,Estudios,Informe,Monitoreo y evaluación,Español,130,Si,2004,"Concepción, Chile",Perfeccionamiento; Formación Continua; Docentes.,"Evaluar el proceso y resultado de la estrategia de perfeccionamiento a docentes en servicio propiciada por el Programa de Talleres Comunales en los subsectores de Lenguaje y Comunicación, Matemática y Comprensión del Medio Natural, Social y Cultural, en las regiones VIII y X de nuestro país.",Cualitativa,"El estudio realiza una indagación general de la estrategia de perfeccionamiento a docentes en servicio propiciada por el Programa de Talleres Comunales, destinada a identificar y comprender las variables y procesos subyacentes en dicha modalidad de perfeccionamiento. Para lo anterior se utilizaron los siguientes instrumentos: Entrevistas en profundidad a los profesores guías, un registro etnográfico, y la realización de un focus group regional por cada subsector investigado. A partir de los resultados se establecen una serie de recomendaciones al programa.",Si,No,No,Sin información,"Centro de Perfeccionamiento, Experimentación e Investigaciones; CPEIP","CPEIP, Facultad de Educación UDEC","Muñoz, Carlos","Castro, Abelardo; Cerda, Gamal; Morales, Hernán; Ulloa, Jorge",Sin información,Interno,0,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/17742/E04-0003.pdf?sequence=1&isAllowed=y,"Muñoz, Carlos; Castro, Abelardo; Cerda, Gamal; Morales, Hernán; Ulloa, Jorge"
2004,E04-0004,Sistema Nacional Evaluación Desempeño,Estimación del Sistema Nacional de Evaluación del Desempeño SNED 2004-05,Estudios,Informe,Monitoreo y evaluación,Español,65,No,2004,"Santiago, Chile",Evaluación de desempeño; Incentivos.,Explicitar la metodología del cálculo del SNED. (Sistema Nacional de Evaluación del Desempeño de los Establecimientos Educacionales Subvencionados).,Cualitativa,"La estimación del SNED involucra el cálculo, para cada uno de los establecimientos subvencionados del país, de un valor del índice del SNED elaborado a partir de ciertos factores. El manejo de las distintas bases de datos fue realizado en el programa SPSS, los cuadros de resultados enviados a regiones fueron realizados en Excel. Los factores son: efectividad, superación, iniciativa, mejoramiento de las condiciones de trabajo, integración e igualdad de oportunidades.",Si,No,No,Sin información,División de Planificación y Presupuesto; DIPLAP; Ministerio de Eduación de Chile; MINEDUC,"Centro de Economía Aplicada, Departamento de Ingeniería Industrial, U. de Chile","Mizala, Alejandra","Romaguera, Pilar; Henríquez, Marcelo",Sin información,Interno,0,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/17743/E04-0004.pdf?sequence=1&isAllowed=y,"Mizala, Alejandra; Romaguera, Pilar; Henríquez, Marcelo"
2004,E04-0005,Perfeccionamiento Inglés,"Curso a Distancia con Tecnologías de Información y Comunicaciones para Docentes en Ejercicio en el Subsector Inglés del 2º ciclo de Enseñanza Básica. English for teachers, perfeccionamiento en el subsector inglés de NB3 y NB4",Estudios,Informe,TIC,Español,84,No,2004,"Santiago, Chile",Buenas prácticas; Docente; Educación municipal; E-learning; Inglés; Perfeccionamiento.,Presentar los resultados de la ejecución del curso de inglés “English for Teachers”.,Mixta,"El curso “English for Teachers” es una iniciativa del Ministerio de Educación que se realiza a través del Centro de Perfeccionamiento, Experimentación e Investigaciones Pedagógicas (CPEIP) y está dirigido a profesores de NB3 y NB4 del sistema educacional municipalizado. Fue desarrollado en conjunto por el Centro de Informática Educativa, CIE UC y el Centro de Educación a Distancia, TELEDUC de la Pontificia Universidad Católica de Chile, a través de DICTUC S.A. Para su ejecución se hizo uso de diferentes tecnologías de la información y comunicaciones (TIC).",Si,No,No,Sin información,"Centro de Perfeccionamiento, Experimentación e Investigaciones; CPEIP","CIE, UC; DICTUC",Sin información,Sin información,Sin información,Interno,0,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/17744/E04-0005.pdf?sequence=1&isAllowed=y,Sin información
2004,E04-0006,Evaluación Escuelas Críticas,Evaluación del Plan de Asistencia Técnica para las Escuelas Críticas de la Región Metropolitana (Sistematización y lecciones del primer año de implementación),Estudios,Informe,Monitoreo y evaluación,Español,85,No,2004,"Santiago, Chile",Vulnerabilidad; Escuelas críticas; Asistencia técnica; Clima escolar; Gestión escolar; Prácticas pedagógicas; Convivencia escolar.,"Conocer el Plan de Asistencia Técnica para las Escuelas Críticas de la Región Metropolitana en el período 2002-2003, los resultados alcanzados hasta esa fecha y los factores que han faciltado u obstaculizado la implementación y los resultados obtenidos.",Mixta,"El estudio se centra de manera principal en los tres ámbitos definidos por el Plan: a) trabajo pedagógico y de los profesores en el aula; b) organización y gestión escolar; y, c) convivencia y clima escolar. En este contexto, se entregan resultados tanto a nivel de implementación como a nivel de resultados intermedios del Plan, estableciéndose recomendaciones en ambos niveles.",Si,No,No,Sin información,Dirección de Educación General; DEG; Ministerio de Educación de Chile; MINEDUC,PNUD,"Güell, Pedro","Raczynski, Dagmar; Asesorías para el Desarrollo; Asesorías para el Desarrollo",Sin información,Interno,30000000,No,No,https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/17745/E04-0006.pdf?sequence=1&isAllowed=y,"Güell, Pedro; Raczynski, Dagmar; Asesorías para el Desarrollo"
